,First Name,Last Name,About Author
489,Gustav,Temple,"Gustav Temple has been the editor of The Chap magazine since 1999, when Britain’s finest gentlemen’s quarterly was launched. The Chap, now bi-monthly, recently celebrated its 15th year of publication and continues to spread the word of anarcho-dandyism through its pages, as well as via its annual gathering of the excellently dressed, The Chap Olympics. Mr. Temple is the author of six books, including The Chap Manifesto (2001) and Cooking for Chaps (2014). Mr. Temple’s grand quest is to rid the world of pantaloons de Nimes, sportswear off the sports field and uncouth behaviour. He believes that a man who is properly dressed has much more to offer the world than a slovenly fellow, and that society ultimately benefits when there is more dandyism on the streets."
490,Vic,Darkwood,"After 15 years of concentrating exclusively on painting Nick Jolly embarked on a haphazard writing career in tandem with his pursuits as an artist. This initially took the form of articles penned for the Art Review. Then in 1999 he co-founded The Chap magazine, under the alter ego of Vic Darkwood, with his erstwhile colleague Gustav Temple. During this time, as well as producing a quarterly magazine, they also wrote 3 spin-off Chap books.At the end of 2003 Vic Darkwood left The Chap, as he felt that his work on that periodical was done. At the time he cited 'artistic differences' and 'a pronounced fatigue at superimposing yet more pipes onto vintage photographs of gentlemen' as his reasons for leaving, but an urge to dedicate himself more fully to the studio was the real motivation.Despite these best resolve, in 2005 he collaborated once more with Gustav Temple to construct a final Chap tome and then in 2006 wrote his first solo book The Lost Art of Travel (published in the U.S. under the title: How to Make Friends and Oppress People)For the past four yeares Jolly has spent most of his time working on the development of his paintings. An exhibition of these will be held at 108 Fine Art in 2009."
491,Brad,Miner,"Brad Miner is the Senior Editor of The Catholic Thing and a Senior Fellow of the Faith & Reason Institute. He is a former Literary Editor of National Review. His most recent book, Sons of St. Patrick, written with  George J. Marlin, is now on sale. His The Compleat Gentleman is now available in a third, revised edition from Regnery Gateway and is also available in an Audible audio edition (read by  Bob Souer). Mr. Miner has served as a board member of Aid to the Church In Need USA and also on the Selective Service System draft board in Westchester County, NY."
492,Walker,Percy,"Walker Percy was an American writer whose interests included philosophy and semiotics. Percy is noted for his philosophical novels set in and around New Orleans; his first, The Moviegoer, won the National Book Award for Fiction.Trained as a physician at Columbia University, Percy decided to become a writer after a bout of tuberculosis. He devoted his literary life to the exploration of ""the dislocation of man in the modern age."" His work displays a combination of existential questioning, Southern sensibility, and deep Catholic faith. He had a lifelong friendship with author and historian  Shelby Foote and spent much of his life in Covington, Louisiana, where he died of prostate cancer in 1990."
493,Robert,Coles,
494,Christopher,Lane,"Christopher Lane is an award-winning actor, director, and narrator. He has been awarded the prestigious Audie Award for Best Narration several times and has won numerous AudioFile Earphones Awards.He performed and directed for the stage for twenty years in Washington, D.C., and he has been a teacher of acting for Boston University's School of Theatre Arts. He now makes his home in Rhode Island."
495,Richard,C. Halverson,
496,Dennis,Imbert,
497,Andy,Budd,
498,Cameron,Moll,
499,Simon,Collison,
500,Dan,Cederholm,
501,Elisabeth,Robson,
502,Eric,Freeman,
503,Elisabeth,Freeman,
504,Dave,Shea,
505,Molly,E. Holzschlag,
506,Charles,Wyke-Smith,
507,Eric,A. Meyer,
508,Rachel,Andrew,
509,Simon,Willison,
510,Daniel,Shafer,
511,Elizabeth,Castro,
512,Patricia,Schultz,
513,Carolyn,Martin,
514,Julyan,Holmes,
515,Guides,Touristiques Michelin,"Le Guide Vert est un livre faisant partie d'une collection de guides touristiques, fondée en 1926 par Michelin, qui met l'accent sur la découverte du patrimoine naturel et culturel des régions.Il est complémentaire aux cartes Michelin ou de l'IGN, pour renseigner les touristes souhaitant voyager et découvrir une région, plusieurs villes ou un pays, en indiquant les principaux endroits caractéristiques intéressants à visiter, et circuits à effectuer, s'adjoignant elles-mêmes depuis quelques années au GPS.Il peut aussi s'associer au guide rouge gastronomique et hôtelier Michelin."
516,Michael,Ochs,"Michael Ochs is an American photographic archivist best known for his extensive collection of pictures related to rock music dating back to the 1950s and 1960s. The  Michael Ochs Archives, located in Venice, California, contained 3 million vintage prints, proof sheets and negatives which were licensed daily for use in CD reissues, books, films and documentaries.The Los Angeles Times called Ochs ""America's preeminent rock 'n' roll photo archivist"" and described his archive as ""the dominant force in the rock image marketplace""; The New York Times called it ""the premier source of musician photography in the world"". Ochs sold the archive to Getty Images in 2007."
517,Paul,Huf,
518,Leo,Boudewijns,
519,Colin,Larkin,"Colin Larkin is a British music writer. He founded and was the editor-in-chief of the Encyclopedia of Popular Music. Along with the ten-volume encyclopedia, Larkin also wrote the book All Time Top 1000 Albums, and edited the Guinness Who's Who of Jazz, the Guinness Who's Who of Blues, and the Virgin Encyclopedia of Heavy Rock. He has over 650000 copies in print."
520,Sean,Egan,
521,Uwe,Ommer,
522,Alain,Grée,
523,Charles,L. Wallis,
524,Paul,Grushkin,
525,Dennis,King,
526,Kelley,Hays-Gilpin,
527,Gordon,Sullivan,
528,Cathie,Sullivan,
529,Alex,Patterson,"Alexander Evans Patterson, Jr. was born at New York Hospital, September 16th, 1923.He attended Lawrenceville and Princeton, and served in the Air Force in World War II, where he flew the P-51 ""Mustang"", among other aircraft. He enjoyed a distinguished career at IBM World Trade where he rose to Sr. VP and later, as Exec. VP at GTE, where he served as head of sales for Latin America and the Far East. In the early 1960's, Alex was the first developer to build condominiums in the Virgin Islands and later, he developed Meadgate on Milbank Avenue in Greenwich, which won a national architecture award. After he retired from business, he re-educated himself as an anthropologist and authored two books, A Field Guide to Rock Art of the Greater Southwest and Hopi Pottery Symbols. A Field Guide has been reprinted 17 times, with over 93,000 copies in print, and can be found in most of the National Monument Parks of the southwest. He served actively on the boards of Gallaudet University and Air Quality Sciences. Patterson, 91, passed away Tuesday, March 24, 2015 at the Greens in Wilton."
530,Dennis,Slifer,
531,William,W. Newcomb,
